awardid,code,text
1501600,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1501600,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1501600,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1501600,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1512531,8091,"
8091
BRAIN Initiative Res Support
"
1512531,8091,"
8091
BRAIN Initiative Res Support
"
1512531,8091,"
8091
BRAIN Initiative Res Support
"
1513415,8007,"
8007
BioMaPS
"
1513415,8007,"
8007
BioMaPS
"
1513415,8007,"
8007
BioMaPS
"
1513415,8007,"
8007
BioMaPS
"
1513415,8007,"
8007
BioMaPS
"
1513415,8007,"
8007
BioMaPS
"
1519462,8039,"
8039
Information, Communication & Computing
"
1519462,8039,"
8039
Information, Communication & Computing
"
1519462,8039,"
8039
Information, Communication & Computing
"
1519462,8039,"
8039
Information, Communication & Computing
"
1535826,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1535826,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1535826,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1535826,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1535826,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1535826,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1535826,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1535826,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1535826,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1535826,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1535826,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1506441,9150,"
9150
EXP PROG TO STIM COMP RES
"
1506441,9150,"
9150
EXP PROG TO STIM COMP RES
"
1535399,9251,"
9251
RES EXPER FOR UNDERGRAD-SUPPLT
"
1535399,9251,"
9251
RES EXPER FOR UNDERGRAD-SUPPLT
"
1503277,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1541500,EGCH,"
EGCH
ENVIRONMENT AND GLOBAL CHANGE
"
1541500,EGCH,"
EGCH
ENVIRONMENT AND GLOBAL CHANGE
"
1541500,EGCH,"
EGCH
ENVIRONMENT AND GLOBAL CHANGE
"
1519908,8605,"
8605
SBE 2020
"
1519908,8605,"
8605
SBE 2020
"
1535070,8004,"
8004
Software Institutes
"
1535070,8004,"
8004
Software Institutes
"
1535070,8004,"
8004
Software Institutes
"
1565688,8990,"
8990
Optics and Photonics
"
1565688,8990,"
8990
Optics and Photonics
"
1565688,8990,"
8990
Optics and Photonics
"
1503694,OTHR,"
OTHR
OTHER RESEARCH OR EDUCATION
"
1503694,OTHR,"
OTHR
OTHER RESEARCH OR EDUCATION
"
1557033,9150,"
9150
EXP PROG TO STIM COMP RES
"
1535262,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1535262,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1547552,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1501974,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1501974,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1501974,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1501974,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1514174,9102,"
9102
WOMEN, MINORITY, DISABLED, NEC
"
1514174,9102,"
9102
WOMEN, MINORITY, DISABLED, NEC
"
1514174,9102,"
9102
WOMEN, MINORITY, DISABLED, NEC
"
1500511,9179,"
9179
GRADUATE INVOLVEMENT
"
1536002,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1536002,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1500187,OTHR,"
OTHR
OTHER RESEARCH OR EDUCATION
"
1528614,9179,"
9179
GRADUATE INVOLVEMENT
"
1519059,1392,"
1392
Biological Anthropology
"
1519059,1392,"
1392
Biological Anthropology
"
1522882,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1522882,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1521523,7723,"
7723
EXPERIMENTAL EXPEDITIONS
"
1532591,8551,"
8551
IntgStrat Undst Neurl&Cogn Sys
"
1532591,8551,"
8551
IntgStrat Undst Neurl&Cogn Sys
"
1532591,8551,"
8551
IntgStrat Undst Neurl&Cogn Sys
"
1532591,8551,"
8551
IntgStrat Undst Neurl&Cogn Sys
"
1500815,9150,"
9150
EXP PROG TO STIM COMP RES
"
1500815,9150,"
9150
EXP PROG TO STIM COMP RES
"
1500815,9150,"
9150
EXP PROG TO STIM COMP RES
"
1527223,7941,"
7941
COMPUTER ARCHITECTURE
"
1527223,7941,"
7941
COMPUTER ARCHITECTURE
"
1500525,9150,"
9150
EXP PROG TO STIM COMP RES
"
1525061,1640,"
1640
INFORMATION TECHNOLOGY RESEARC
"
1525061,1640,"
1640
INFORMATION TECHNOLOGY RESEARC
"
1525061,1640,"
1640
INFORMATION TECHNOLOGY RESEARC
"
1525061,1640,"
1640
INFORMATION TECHNOLOGY RESEARC
"
1525061,1640,"
1640
INFORMATION TECHNOLOGY RESEARC
"
1525061,1640,"
1640
INFORMATION TECHNOLOGY RESEARC
"
1525061,1640,"
1640
INFORMATION TECHNOLOGY RESEARC
"
1504942,9183,"
9183
GENERAL FOUNDATIONS OF BIOTECHNOLOGY
"
1504942,9183,"
9183
GENERAL FOUNDATIONS OF BIOTECHNOLOGY
"
1504942,9183,"
9183
GENERAL FOUNDATIONS OF BIOTECHNOLOGY
"
1553741,7944,"
7944
SOFTWARE ENG & FORMAL METHODS
"
1553741,7944,"
7944
SOFTWARE ENG & FORMAL METHODS
"
1607786,8611,"
8611
Energy Efficiency and End Use
"
1607786,8611,"
8611
Energy Efficiency and End Use
"
1607786,8611,"
8611
Energy Efficiency and End Use
"
1504293,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1504293,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1504293,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1613122,7914,"
7914
RAPID
"
1558699,9156,"
9156
ENVIRONMENTAL CHEMISTRY
"
1558699,9156,"
9156
ENVIRONMENTAL CHEMISTRY
"
1558699,9156,"
9156
ENVIRONMENTAL CHEMISTRY
"
1507493,OTHR,"
OTHR
OTHER RESEARCH OR EDUCATION
"
1544635,8235,"
8235
CPS-Synergy
"
1544635,8235,"
8235
CPS-Synergy
"
1563849,7924,"
7924
MEDIUM PROJECT
"
1556874,1196,"
1196
LONG-TERM RSCH IN ENVIR BIO
"
1551657,8076,"
8076
GeoPRISMS
"
1551657,8076,"
8076
GeoPRISMS
"
1507169,7573,"
7573
BIO-RELATED MATERIALS RESEARCH
"
1507169,7573,"
7573
BIO-RELATED MATERIALS RESEARCH
"
1507169,7573,"
7573
BIO-RELATED MATERIALS RESEARCH
"
1548114,7916,"
7916
EAGER
"
1548114,7916,"
7916
EAGER
"
1619617,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1602061,8019,"
8019
Accelerating Innovation Rsrch
"
1554027,9150,"
9150
EXP PROG TO STIM COMP RES
"
1554027,9150,"
9150
EXP PROG TO STIM COMP RES
"
1544373,8225,"
8225
SaTC Special Projects
"
1544373,8225,"
8225
SaTC Special Projects
"
1544373,8225,"
8225
SaTC Special Projects
"
1553284,7495,"
7495
ROBUST INTELLIGENCE
"
1553284,7495,"
7495
ROBUST INTELLIGENCE
"
1561021,9278,"
9278
HUMAN DIMENSIONS OF GLOBAL CHANGE
"
1561021,9278,"
9278
HUMAN DIMENSIONS OF GLOBAL CHANGE
"
1561021,9278,"
9278
HUMAN DIMENSIONS OF GLOBAL CHANGE
"
1561021,9278,"
9278
HUMAN DIMENSIONS OF GLOBAL CHANGE
"
1601967,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1554641,1340,"
1340
ENGINEERING EDUCATION
"
1554641,1340,"
1340
ENGINEERING EDUCATION
"
1554641,1340,"
1340
ENGINEERING EDUCATION
"
1530760,9179,"
9179
GRADUATE INVOLVEMENT
"
1530760,9179,"
9179
GRADUATE INVOLVEMENT
"
1522955,1440,"
1440
ENVIRONMENTAL ENGINEERING
"
1522955,1440,"
1440
ENVIRONMENTAL ENGINEERING
"
1522955,1440,"
1440
ENVIRONMENTAL ENGINEERING
"
1522955,1440,"
1440
ENVIRONMENTAL ENGINEERING
"
1522955,1440,"
1440
ENVIRONMENTAL ENGINEERING
"
1522955,1440,"
1440
ENVIRONMENTAL ENGINEERING
"
1522955,1440,"
1440
ENVIRONMENTAL ENGINEERING
"
1560810,1699,"
1699
COGNEURO
"
1560810,1699,"
1699
COGNEURO
"
1560810,1699,"
1699
COGNEURO
"
1560810,1699,"
1699
COGNEURO
"
1623821,7935,"
7935
COMM & INFORMATION THEORY
"
1623821,7935,"
7935
COMM & INFORMATION THEORY
"
1553430,1045,"
1045
CAREER: FACULTY EARLY CAR DEV
"
1513443,7924,"
7924
MEDIUM PROJECT
"
1513443,7924,"
7924
MEDIUM PROJECT
"
1534872,8005,"
8005
Scientific Software Elements
"
1534872,8005,"
8005
Scientific Software Elements
"
1502900,9150,"
9150
EXP PROG TO STIM COMP RES
"
1502900,9150,"
9150
EXP PROG TO STIM COMP RES
"
1502900,9150,"
9150
EXP PROG TO STIM COMP RES
"
1502900,9150,"
9150
EXP PROG TO STIM COMP RES
"
1502900,9150,"
9150
EXP PROG TO STIM COMP RES
"
1502900,9150,"
9150
EXP PROG TO STIM COMP RES
"
1559769,9250,"
9250
RES EXPER FOR UNDERGRADS-SITE
"
1620896,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1620896,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1549994,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1549994,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1525972,034E,"
034E
Dynamical systems
"
1525972,034E,"
034E
Dynamical systems
"
1525972,034E,"
034E
Dynamical systems
"
1525972,034E,"
034E
Dynamical systems
"
1547025,007Z,"
007Z
I-Corps for Learning
"
1547025,007Z,"
007Z
I-Corps for Learning
"
1547025,007Z,"
007Z
I-Corps for Learning
"
1601385,8019,"
8019
Accelerating Innovation Rsrch
"
1552591,8650,"
8650
Sustainable Chemistry
"
1552591,8650,"
8650
Sustainable Chemistry
"
1552591,8650,"
8650
Sustainable Chemistry
"
1552591,8650,"
8650
Sustainable Chemistry
"
1552591,8650,"
8650
Sustainable Chemistry
"
1555006,9251,"
9251
RES EXPER FOR UNDERGRAD-SUPPLT
"
1555006,9251,"
9251
RES EXPER FOR UNDERGRAD-SUPPLT
"
1555006,9251,"
9251
RES EXPER FOR UNDERGRAD-SUPPLT
"
1542058,7433,"
7433
CyberInfra Frmwrk 21st (CIF21)
"
1526695,8225,"
8225
SaTC Special Projects
"
1526695,8225,"
8225
SaTC Special Projects
"
1526695,8225,"
8225
SaTC Special Projects
"
1622156,7246,"
7246
PHYSICS OF LIVING SYSTEMS
"
1622156,7246,"
7246
PHYSICS OF LIVING SYSTEMS
"
1622156,7246,"
7246
PHYSICS OF LIVING SYSTEMS
"
1622156,7246,"
7246
PHYSICS OF LIVING SYSTEMS
"
1622156,7246,"
7246
PHYSICS OF LIVING SYSTEMS
"
1622156,7246,"
7246
PHYSICS OF LIVING SYSTEMS
"
1537414,077E,"
077E
SIMULATION MODELS
"
1537414,077E,"
077E
SIMULATION MODELS
"
1537414,077E,"
077E
SIMULATION MODELS
"
1565160,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1565160,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1501658,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1501658,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1501658,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1501658,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1501658,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1502786,EGCH,"
EGCH
ENVIRONMENT AND GLOBAL CHANGE
"
1502786,EGCH,"
EGCH
ENVIRONMENT AND GLOBAL CHANGE
"
1502786,EGCH,"
EGCH
ENVIRONMENT AND GLOBAL CHANGE
"
1511660,9150,"
9150
EXP PROG TO STIM COMP RES
"
1511660,9150,"
9150
EXP PROG TO STIM COMP RES
"
1511660,9150,"
9150
EXP PROG TO STIM COMP RES
"
1511660,9150,"
9150
EXP PROG TO STIM COMP RES
"
1511660,9150,"
9150
EXP PROG TO STIM COMP RES
"
1556565,EGCH,"
EGCH
ENVIRONMENT AND GLOBAL CHANGE
"
1556565,EGCH,"
EGCH
ENVIRONMENT AND GLOBAL CHANGE
"
1556565,EGCH,"
EGCH
ENVIRONMENT AND GLOBAL CHANGE
"
1560889,1187,"
1187
PECASE- eligible
"
1560889,1187,"
1187
PECASE- eligible
"
1547132,7914,"
7914
RAPID
"
1547132,7914,"
7914
RAPID
"
1545614,110E,"
110E
EDUCATION RESEARCH
"
1556434,8025,"
8025
Advanced Materials Processing
"
1556434,8025,"
8025
Advanced Materials Processing
"
1556434,8025,"
8025
Advanced Materials Processing
"
1563122,7927,"
7927
COMPLEXITY & CRYPTOGRAPHY
"
1563122,7927,"
7927
COMPLEXITY & CRYPTOGRAPHY
"
1535623,9251,"
9251
RES EXPER FOR UNDERGRAD-SUPPLT
"
1535623,9251,"
9251
RES EXPER FOR UNDERGRAD-SUPPLT
"
1535623,9251,"
9251
RES EXPER FOR UNDERGRAD-SUPPLT
"
1557960,9250,"
9250
RES EXPER FOR UNDERGRADS-SITE
"
1553109,8018,"
8018
Smart and Connected Health
"
1553109,8018,"
8018
Smart and Connected Health
"
1559788,9250,"
9250
RES EXPER FOR UNDERGRADS-SITE
"
1609459,8248,"
8248
SusChEM
"
1609459,8248,"
8248
SusChEM
"
1609459,8248,"
8248
SusChEM
"
1556905,EGCH,"
EGCH
ENVIRONMENT AND GLOBAL CHANGE
"
1556905,EGCH,"
EGCH
ENVIRONMENT AND GLOBAL CHANGE
"
1511667,8020,"
8020
Green Engineering
"
1511667,8020,"
8020
Green Engineering
"
1512947,7359,"
7359
COMPUTING RES INFRASTRUCTURE
"
1539983,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1539983,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1507745,8990,"
8990
Optics and Photonics
"
1507745,8990,"
8990
Optics and Photonics
"
1601216,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1601216,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1601216,SMET,"
SMET
SCIENCE, MATH, ENG & TECH EDUCATION
"
1531046,015Z,"
015Z
US Ignite
"
1550905,7719,"
7719
DEL
"
1550905,7719,"
7719
DEL
"
1550905,7719,"
7719
DEL
"
1550905,7719,"
7719
DEL
"
1623238,7298,"
7298
COLLABORATIVE RESEARCH
"
1623238,7298,"
7298
COLLABORATIVE RESEARCH
"
1552448,9150,"
9150
EXP PROG TO STIM COMP RES
"
1552448,9150,"
9150
EXP PROG TO STIM COMP RES
"
1552448,9150,"
9150
EXP PROG TO STIM COMP RES
"
1552448,9150,"
9150
EXP PROG TO STIM COMP RES
"
1552448,9150,"
9150
EXP PROG TO STIM COMP RES
"
1510925,8007,"
8007
BioMaPS
"
1510925,8007,"
8007
BioMaPS
"
1514556,8089,"
8089
Understanding the Brain/Cognitive Scienc
"
1514556,8089,"
8089
Understanding the Brain/Cognitive Scienc
"
1514556,8089,"
8089
Understanding the Brain/Cognitive Scienc
"
1558445,9150,"
9150
EXP PROG TO STIM COMP RES
"
1558445,9150,"
9150
EXP PROG TO STIM COMP RES
"
1540513,9150,"
9150
EXP PROG TO STIM COMP RES
"
1540513,9150,"
9150
EXP PROG TO STIM COMP RES
"
1540513,9150,"
9150
EXP PROG TO STIM COMP RES
"
1566648,7556,"
7556
CONFERENCE AND WORKSHOPS
"
1562252,8037,"
8037
Advanced Manufacturing
"
1562252,8037,"
8037
Advanced Manufacturing
"
1562252,8037,"
8037
Advanced Manufacturing
"
1562252,8037,"
8037
Advanced Manufacturing
"
1562252,8037,"
8037
Advanced Manufacturing
"
1562252,8037,"
8037
Advanced Manufacturing
"
1562515,039E,"
039E
STRUCTURAL SYSTEMS
"
1562515,039E,"
039E
STRUCTURAL SYSTEMS
"
1562515,039E,"
039E
STRUCTURAL SYSTEMS
"
1601838,9179,"
9179
GRADUATE INVOLVEMENT
"
1601838,9179,"
9179
GRADUATE INVOLVEMENT
"
1537406,8025,"
8025
Advanced Materials Processing
"
1537406,8025,"
8025
Advanced Materials Processing
"
1537406,8025,"
8025
Advanced Materials Processing
"
1518663,EGCH,"
EGCH
ENVIRONMENT AND GLOBAL CHANGE
"
1518663,EGCH,"
EGCH
ENVIRONMENT AND GLOBAL CHANGE
"
1518663,EGCH,"
EGCH
ENVIRONMENT AND GLOBAL CHANGE
"
1518663,EGCH,"
EGCH
ENVIRONMENT AND GLOBAL CHANGE
"
1518663,EGCH,"
EGCH
ENVIRONMENT AND GLOBAL CHANGE
"
1518663,EGCH,"
EGCH
ENVIRONMENT AND GLOBAL CHANGE
"
1518663,EGCH,"
EGCH
ENVIRONMENT AND GLOBAL CHANGE
"
1518663,EGCH,"
EGCH
ENVIRONMENT AND GLOBAL CHANGE
"
1518663,EGCH,"
EGCH
ENVIRONMENT AND GLOBAL CHANGE
"
1518663,EGCH,"
EGCH
ENVIRONMENT AND GLOBAL CHANGE
"
1548256,9150,"
9150
EXP PROG TO STIM COMP RES
"
1548256,9150,"
9150
EXP PROG TO STIM COMP RES
"
1609379,8397,"
8397
Hydrogen Storage or Generation
"
1609379,8397,"
8397
Hydrogen Storage or Generation
"
1609379,8397,"
8397
Hydrogen Storage or Generation
"
1620035,8018,"
8018
Smart and Connected Health
"
1620035,8018,"
8018
Smart and Connected Health
"
1538493,077E,"
077E
SIMULATION MODELS
"
1538493,077E,"
077E
SIMULATION MODELS
"
1538493,077E,"
077E
SIMULATION MODELS
"
1554821,9179,"
9179
GRADUATE INVOLVEMENT
"
1554821,9179,"
9179
GRADUATE INVOLVEMENT
"
1554821,9179,"
9179
GRADUATE INVOLVEMENT
"
1510072,8248,"
8248
SusChEM
"
1510072,8248,"
8248
SusChEM
"
1510072,8248,"
8248
SusChEM
"
1510072,8248,"
8248
SusChEM
"
1607411,9183,"
9183
GENERAL FOUNDATIONS OF BIOTECHNOLOGY
"
1607411,9183,"
9183
GENERAL FOUNDATIONS OF BIOTECHNOLOGY
"
1607411,9183,"
9183
GENERAL FOUNDATIONS OF BIOTECHNOLOGY
"
1607411,9183,"
9183
GENERAL FOUNDATIONS OF BIOTECHNOLOGY
"
1607411,9183,"
9183
GENERAL FOUNDATIONS OF BIOTECHNOLOGY
"
1557527,9178,"
9178
UNDERGRADUATE EDUCATION
"
1540702,9150,"
9150
EXP PROG TO STIM COMP RES
"
1537720,8021,"
8021
Materials Engineering
"
1537720,8021,"
8021
Materials Engineering
"
1537720,8021,"
8021
Materials Engineering
"
1537720,8021,"
8021
Materials Engineering
"
1619918,9150,"
9150
EXP PROG TO STIM COMP RES
"
1540662,1795,"
1795
ROBERT NOYCE SCHOLARSHIP PGM
"
1540662,1795,"
1795
ROBERT NOYCE SCHOLARSHIP PGM
"
1540662,1795,"
1795
ROBERT NOYCE SCHOLARSHIP PGM
"
1556783,9263,"
9263
COMPUTATIONAL SCIENCE & ENGING
"
1556783,9263,"
9263
COMPUTATIONAL SCIENCE & ENGING
"
1556783,9263,"
9263
COMPUTATIONAL SCIENCE & ENGING
"
1555161,9150,"
9150
EXP PROG TO STIM COMP RES
"
1555161,9150,"
9150
EXP PROG TO STIM COMP RES
"
1555161,9150,"
9150
EXP PROG TO STIM COMP RES
"
1555161,9150,"
9150
EXP PROG TO STIM COMP RES
"
1555161,9150,"
9150
EXP PROG TO STIM COMP RES
"
1620600,1978,"
1978
PROJECTS
"
1505125,027E,"
027E
NANOMECHANICS
"
1505125,027E,"
027E
NANOMECHANICS
"
1505125,027E,"
027E
NANOMECHANICS
"
1541597,148E,"
148E
Combustion
"
1541597,148E,"
148E
Combustion
"
1539916,9178,"
9178
UNDERGRADUATE EDUCATION
"
1539916,9178,"
9178
UNDERGRADUATE EDUCATION
"
1539916,9178,"
9178
UNDERGRADUATE EDUCATION
"
1539916,9178,"
9178
UNDERGRADUATE EDUCATION
"
1566624,8228,"
8228
CISE Resrch Initiatn Initiatve
"
1566624,8228,"
8228
CISE Resrch Initiatn Initiatve
"
1566624,8228,"
8228
CISE Resrch Initiatn Initiatve
"
1553367,9150,"
9150
EXP PROG TO STIM COMP RES
"
1553367,9150,"
9150
EXP PROG TO STIM COMP RES
"
1553367,9150,"
9150
EXP PROG TO STIM COMP RES
"
1558939,4444,"
4444
INTERDISCIPLINARY PROPOSALS
"
1505901,8990,"
8990
Optics and Photonics
"
1505901,8990,"
8990
Optics and Photonics
"
1505901,8990,"
8990
Optics and Photonics
"
1536530,9117,"
9117
MARINE BIOTECHNOLOGY
"
1547041,EGCH,"
EGCH
ENVIRONMENT AND GLOBAL CHANGE
"
